cake_age_days,signup_season,last_order_days_ago,tasty_level,Cherry_or_not,Look_of_cake,Cream_level,layer_count
444,0,16,9,1,5,14,4
224,2,64,4,1,4,7,2
216,0,71,5,1,4,7,2
22,0,121,1,0,1,0,0
235,1,64,5,1,3,8,2
244,0,63,5,1,4,7,2
248,1,78,4,1,4,8,2
238,1,62,4,1,4,8,2
401,1,18,9,1,6,14,4
110,1,98,3,0,1,3,1
211,1,75,4,1,4,7,2
203,1,73,4,1,3,8,2
220,1,75,5,1,2,6,2
37,1,134,0,0,2,2,0
304,1,36,7,1,3,9,3
101,0,109,3,0,2,4,1
234,0,62,5,1,4,6,2
234,3,71,4,1,2,8,2
225,3,75,4,1,4,7,2
213,1,62,4,1,4,8,2
140,1,108,2,0,1,5,1
222,2,78,4,1,3,6,2
32,3,131,0,0,1,0,0
112,2,93,2,0,1,5,1
324,2,36,6,1,3,11,3
317,3,32,6,1,3,9,3
320,3,34,6,1,3,11,3
337,2,46,6,1,3,10,3
349,3,30,7,1,4,11,3
124,2,91,3,0,3,4,1
249,3,78,4,1,3,8,2
111,0,108,2,0,1,3,1
330,0,40,7,1,4,11,3
211,1,60,4,1,4,6,2
330,1,47,7,1,5,9,3
302,0,38,7,1,4,10,3
233,2,77,5,1,4,7,2
226,1,69,4,1,2,8,2
46,0,121,1,0,1,2,0
220,2,72,4,1,3,6,2
320,2,34,6,1,3,11,3
100,2,100,3,0,3,4,1
428,0,3,8,1,6,14,4
414,0,5,9,1,5,13,4
129,0,99,2,0,3,4,1
304,1,47,7,1,5,10,3
22,1,138,0,0,1,2,0
345,1,37,7,1,3,10,3
337,0,42,6,1,5,11,3
301,0,45,6,1,5,9,3
203,3,73,4,1,3,6,2
401,3,3,9,1,5,12,4
425,0,9,8,1,6,12,4
332,0,37,7,1,4,11,3
246,0,76,4,1,3,8,2
327,3,45,6,1,3,10,3
302,3,37,7,1,3,9,3
429,2,3,8,1,5,12,4
138,0,103,3,0,2,4,1
208,0,78,4,1,2,7,2
319,3,38,6,1,5,9,3
239,2,66,4,1,4,7,2
316,3,46,6,1,5,11,3
140,1,100,3,0,1,3,1
319,1,32,6,1,4,10,3
313,3,46,6,1,5,10,3
213,3,74,4,1,3,7,2
342,3,47,7,1,5,10,3
402,0,7,9,1,6,13,4
309,2,37,6,1,5,10,3
102,3,108,3,0,2,5,1
313,3,32,7,1,5,10,3
208,3,77,5,1,2,8,2
232,2,69,5,1,3,8,2
432,2,4,8,1,4,14,4
215,1,74,4,1,4,6,2
206,3,78,5,1,3,8,2
319,0,49,6,1,4,11,3
227,1,64,4,1,3,8,2
443,2,3,9,1,5,13,4
129,3,99,3,0,1,4,1
325,2,44,7,1,5,9,3
147,2,96,3,0,2,4,1
138,1,96,2,0,3,5,1
125,1,97,3,0,3,4,1
138,3,107,2,0,3,3,1
309,0,45,6,1,3,10,3
337,0,36,6,1,3,11,3
117,0,96,3,0,3,5,1
127,2,97,2,0,3,4,1
40,2,138,0,0,1,2,0
207,0,66,4,1,2,7,2
239,3,78,4,1,2,7,2
103,2,93,2,0,2,5,1
314,0,30,6,1,3,9,3
420,0,11,8,1,6,13,4
114,0,104,2,0,1,5,1
145,2,99,3,0,1,5,1
311,2,37,7,1,4,9,3
404,3,10,8,1,5,14,4
2,2,124,1,0,0,1,0
406,3,15,8,1,5,12,4
9,1,132,0,0,1,0,0
301,0,46,6,1,5,9,3
10,0,135,0,0,2,0,0
433,2,3,8,1,5,14,4
244,0,76,4,1,3,8,2
320,1,32,6,1,5,9,3
102,3,102,2,0,1,4,1
241,0,75,4,1,3,7,2
322,1,36,7,1,4,9,3
449,1,1,9,1,6,14,4
411,3,8,9,1,4,12,4
332,1,31,7,1,5,9,3
303,2,40,7,1,3,10,3
405,3,7,9,1,6,13,4
48,1,139,1,0,1,2,0
121,0,96,2,0,3,5,1
8,2,132,1,0,2,2,0
231,3,69,4,1,4,7,2
400,2,13,8,1,6,14,4
237,0,77,4,1,3,8,2
242,2,63,4,1,3,8,2
335,3,48,6,1,3,10,3
404,2,14,8,1,5,12,4
334,3,48,7,1,3,10,3
445,0,15,8,1,4,12,4
119,3,99,2,0,2,5,1
229,3,60,5,1,4,6,2
200,0,79,5,1,2,6,2
246,1,63,5,1,3,8,2
147,3,107,2,0,2,5,1
435,0,4,8,1,4,12,4
249,2,77,5,1,2,7,2
226,0,77,4,1,2,7,2
114,1,109,3,0,3,5,1
401,0,15,8,1,4,14,4
308,0,43,6,1,5,11,3
39,2,124,0,0,2,1,0
131,3,92,3,0,3,5,1
404,0,13,8,1,6,13,4
434,3,10,9,1,4,14,4
208,1,79,4,1,2,6,2
246,2,69,5,1,3,7,2
407,3,13,9,1,4,12,4
302,3,46,7,1,4,9,3
402,2,5,8,1,5,14,4
202,3,72,5,1,3,6,2
432,0,17,9,1,5,14,4
218,0,60,5,1,4,7,2
347,1,38,6,1,5,11,3
31,0,127,1,0,0,1,0
329,3,43,7,1,4,9,3
342,2,30,7,1,3,11,3
214,1,67,5,1,2,7,2
229,2,67,5,1,3,7,2
207,3,74,4,1,4,8,2
403,0,7,8,1,6,14,4
202,0,75,5,1,3,7,2
128,1,99,2,0,2,4,1
21,1,134,1,0,0,2,0
342,2,44,7,1,4,9,3
223,0,75,5,1,3,8,2
6,0,139,0,0,0,1,0
241,0,77,5,1,4,7,2
449,0,0,8,1,4,14,4
449,0,16,9,1,4,13,4
11,0,133,0,0,0,2,0
135,0,92,3,0,1,5,1
2,2,139,0,0,2,0,0
412,1,16,8,1,4,12,4
31,2,139,0,0,2,1,0
108,3,97,3,0,3,5,1
129,3,107,3,0,2,5,1
430,2,4,8,1,6,12,4
342,1,39,6,1,5,11,3
305,2,34,7,1,3,11,3
311,1,34,6,1,5,11,3
322,1,46,6,1,5,9,3
346,1,31,7,1,3,11,3
15,0,131,1,0,1,2,0
215,2,69,5,1,3,7,2
320,0,39,7,1,3,10,3
235,1,70,4,1,2,6,2
13,0,129,0,0,0,2,0
105,1,99,2,0,3,4,1
407,3,11,8,1,5,12,4
300,1,40,6,1,3,10,3
319,3,31,6,1,5,11,3
325,3,41,7,1,3,9,3
107,3,102,3,0,2,4,1
5,3,133,0,0,2,0,0
205,2,78,5,1,3,7,2
240,0,60,5,1,3,8,2
326,2,38,7,1,3,11,3
116,2,95,3,0,3,4,1
128,1,100,2,0,2,3,1
48,3,128,1,0,1,1,0
220,3,65,5,1,2,8,2
103,1,95,3,0,2,4,1
101,0,104,2,0,2,5,1
136,3,95,3,0,1,4,1
119,3,108,2,0,2,5,1
200,0,71,4,1,4,7,2
208,3,65,5,1,3,6,2
230,1,74,5,1,2,8,2
3,1,138,0,0,0,2,0
203,1,63,4,1,3,6,2
344,2,36,6,1,4,11,3
106,2,96,3,0,2,4,1
438,0,3,8,1,4,13,4
223,2,63,5,1,3,7,2
14,2,124,1,0,1,1,0
116,2,109,3,0,2,4,1
33,3,132,1,0,2,2,0
230,0,74,5,1,3,7,2
208,0,78,5,1,2,7,2
327,1,30,6,1,5,9,3
349,2,33,6,1,3,9,3
204,1,78,4,1,2,8,2
238,1,79,5,1,2,6,2
332,2,32,7,1,5,10,3
130,1,92,3,0,3,5,1
102,3,108,2,0,1,4,1
202,2,62,5,1,3,7,2
37,2,128,0,0,2,2,0
200,3,76,4,1,3,7,2
212,3,77,4,1,2,7,2
208,1,72,5,1,3,8,2
104,2,97,2,0,1,4,1
6,0,138,0,0,0,1,0
48,3,137,0,0,0,0,0
46,3,123,1,0,0,0,0
206,0,64,5,1,3,6,2
201,3,65,5,1,2,7,2
149,2,104,2,0,2,3,1
100,0,106,3,0,1,5,1
201,0,69,5,1,4,6,2
38,0,130,1,0,2,2,0
129,1,100,2,0,1,5,1
239,2,62,5,1,4,8,2
24,2,131,1,0,0,1,0
316,0,35,6,1,4,11,3
336,1,33,6,1,4,9,3
204,0,62,4,1,3,6,2
104,2,96,3,0,3,5,1
138,2,95,2,0,3,4,1
122,3,106,2,0,3,3,1
139,0,95,3,0,2,5,1
216,0,74,5,1,2,6,2
116,2,93,3,0,2,4,1
444,1,6,9,1,5,12,4
404,0,10,9,1,6,13,4
347,2,42,7,1,3,9,3
326,1,49,7,1,4,10,3
138,1,90,3,0,1,5,1
315,3,37,6,1,3,10,3
45,0,127,0,0,0,0,0
401,3,12,9,1,6,14,4
341,3,46,7,1,4,11,3
242,3,71,5,1,4,6,2
338,0,33,6,1,4,11,3
4,2,129,0,0,0,0,0
210,2,60,5,1,3,6,2
401,1,7,9,1,4,14,4
148,2,92,3,0,2,3,1
330,1,43,7,1,3,10,3
200,2,61,4,1,3,7,2
215,0,75,4,1,4,6,2
332,1,31,7,1,4,10,3
417,2,18,9,1,4,12,4
127,1,92,2,0,2,4,1
133,0,93,2,0,3,4,1
247,3,60,4,1,2,8,2
322,3,40,7,1,5,10,3
232,3,73,4,1,4,7,2
310,0,45,7,1,3,11,3
340,2,36,6,1,4,9,3
249,2,75,5,1,2,6,2
33,2,129,1,0,0,1,0
103,0,96,2,0,2,4,1
214,2,75,5,1,3,8,2
418,1,1,8,1,4,12,4
227,3,79,4,1,3,7,2
227,1,63,4,1,2,7,2
310,2,44,6,1,3,10,3
106,3,104,3,0,1,4,1
136,0,103,2,0,3,4,1
217,2,70,5,1,3,7,2
414,3,6,9,1,4,13,4
417,2,10,8,1,6,14,4
309,3,45,7,1,5,9,3
227,3,63,4,1,3,8,2
211,1,64,4,1,3,6,2
239,1,61,4,1,4,7,2
344,0,34,7,1,3,9,3
215,0,75,5,1,4,7,2
129,1,109,3,0,3,3,1
134,0,90,3,0,1,5,1
302,1,45,6,1,3,11,3
317,0,35,7,1,5,11,3
10,2,132,0,0,0,1,0
335,0,42,6,1,3,9,3
341,1,48,6,1,5,10,3
302,3,46,7,1,4,10,3
307,1,32,7,1,5,11,3
101,1,103,2,0,3,4,1
416,0,14,9,1,5,13,4
100,1,99,3,0,1,4,1
114,0,93,2,0,2,5,1
309,2,49,6,1,3,11,3
216,3,63,4,1,2,8,2
402,1,14,8,1,6,14,4
243,1,60,4,1,2,7,2
127,3,96,2,0,2,3,1
416,2,18,9,1,5,12,4
233,3,64,5,1,2,7,2
239,0,71,4,1,4,7,2
203,2,61,4,1,2,6,2
318,2,33,7,1,5,11,3
114,1,102,3,0,1,4,1
24,2,124,1,0,2,0,0
243,3,74,5,1,2,8,2
415,1,2,9,1,6,14,4
129,2,91,2,0,3,4,1
134,1,102,2,0,1,4,1
346,0,47,6,1,3,9,3
322,3,44,7,1,3,11,3
213,1,60,5,1,3,8,2
349,1,35,7,1,3,10,3
112,1,97,3,0,2,5,1
228,0,77,4,1,3,7,2
223,3,72,4,1,2,6,2
242,0,66,5,1,4,8,2
124,2,107,3,0,3,5,1
217,3,76,5,1,2,8,2
49,0,123,0,0,2,1,0
303,3,32,6,1,5,11,3
329,2,37,7,1,4,11,3
211,3,72,4,1,2,6,2
227,2,61,4,1,4,7,2
220,1,78,4,1,2,6,2
425,0,3,9,1,5,13,4
321,3,34,6,1,5,11,3
340,2,49,7,1,4,9,3
149,3,106,3,0,1,4,1
17,2,138,0,0,0,0,0
48,3,138,0,0,0,2,0
229,2,79,5,1,4,7,2
308,3,45,6,1,4,9,3
346,1,32,6,1,5,9,3
320,3,37,6,1,5,10,3
428,0,8,8,1,5,14,4
36,1,128,1,0,0,2,0
433,1,15,8,1,5,12,4
340,2,38,6,1,5,9,3
134,0,95,2,0,2,5,1
319,2,42,6,1,5,9,3
200,2,66,5,1,4,7,2
231,3,76,4,1,2,6,2
116,0,92,3,0,1,3,1
220,0,73,5,1,4,6,2
125,2,98,2,0,2,3,1
32,1,123,1,0,1,2,0
336,2,30,6,1,3,9,3
227,1,77,5,1,4,7,2
227,2,71,5,1,4,6,2
213,3,79,5,1,4,6,2
432,2,7,8,1,5,12,4
226,3,61,4,1,3,8,2
231,2,63,5,1,4,8,2
319,2,34,7,1,3,9,3
111,0,90,2,0,1,4,1
339,1,43,7,1,4,11,3
204,2,64,4,1,3,7,2
229,3,73,5,1,4,6,2
338,2,49,6,1,4,10,3
426,1,3,9,1,6,13,4
321,0,34,7,1,4,9,3
108,0,103,2,0,2,5,1
129,3,107,2,0,2,3,1
229,2,62,5,1,4,7,2
330,2,42,7,1,3,11,3
205,3,62,4,1,2,7,2
435,0,2,8,1,4,12,4
2,3,131,1,0,0,0,0
112,3,93,3,0,2,4,1
108,2,101,2,0,1,4,1
305,1,49,7,1,3,9,3
231,2,70,5,1,2,7,2
30,1,127,1,0,1,2,0
321,3,42,7,1,4,9,3
230,0,72,4,1,4,7,2
124,2,100,2,0,3,3,1
130,2,104,2,0,2,4,1
417,1,17,8,1,4,13,4
434,0,17,8,1,5,13,4
20,0,137,0,0,2,1,0
148,2,105,2,0,3,3,1
331,1,45,7,1,3,11,3
344,3,40,6,1,4,10,3
201,3,76,5,1,3,6,2
221,3,61,5,1,2,7,2
329,3,33,6,1,4,10,3
448,0,0,9,1,4,13,4
341,1,48,6,1,5,11,3
116,1,96,3,0,3,3,1
315,1,38,7,1,5,9,3
30,0,128,0,0,1,0,0
236,1,66,4,1,3,6,2
242,0,78,4,1,4,6,2
342,3,43,6,1,4,11,3
9,2,138,1,0,2,0,0
418,3,8,9,1,6,13,4
302,2,30,6,1,5,9,3
11,2,134,0,0,2,2,0
145,2,97,2,0,2,3,1
33,2,136,1,0,0,2,0
318,2,37,7,1,3,10,3
126,1,105,2,0,3,5,1
22,0,136,0,0,1,1,0
101,0,101,2,0,3,5,1
231,2,78,4,1,2,7,2
200,2,66,5,1,4,8,2
147,1,107,3,0,1,5,1
434,3,19,9,1,6,12,4
428,3,12,8,1,6,12,4
204,0,75,4,1,3,6,2
206,1,75,5,1,2,6,2
219,3,69,4,1,3,6,2
339,1,38,7,1,5,11,3
200,1,61,5,1,4,6,2
201,1,66,4,1,4,8,2
249,1,68,4,1,2,6,2
306,0,31,7,1,5,9,3
216,3,78,4,1,2,8,2
331,3,42,7,1,5,10,3
11,1,127,0,0,2,2,0
441,2,16,9,1,6,12,4
339,1,32,7,1,4,10,3
340,1,49,7,1,3,10,3
118,3,103,2,0,3,4,1
144,2,108,2,0,3,5,1
436,2,13,8,1,4,14,4
409,2,11,9,1,4,13,4
130,3,98,3,0,2,3,1
206,2,79,5,1,4,6,2
149,1,98,2,0,2,4,1
105,0,103,2,0,3,5,1
148,0,96,2,0,2,3,1
38,1,132,1,0,1,1,0
207,3,73,5,1,4,8,2
144,0,104,3,0,2,4,1
441,0,3,8,1,4,14,4
214,2,76,5,1,4,7,2
242,1,67,5,1,4,8,2
402,1,9,8,1,5,13,4
326,2,45,7,1,3,9,3
132,2,93,3,0,3,3,1
240,3,67,4,1,4,6,2
228,1,73,4,1,4,8,2
322,3,38,6,1,5,9,3
339,3,44,7,1,3,10,3
247,3,78,4,1,3,7,2
235,2,61,4,1,4,7,2
234,1,77,5,1,4,6,2
238,1,75,4,1,4,8,2
145,1,102,2,0,1,3,1
427,2,12,8,1,5,14,4
323,1,47,6,1,4,9,3
215,1,69,5,1,2,7,2
234,3,62,4,1,3,7,2
101,3,91,2,0,3,3,1
232,0,65,5,1,4,8,2
319,3,39,6,1,5,11,3
241,1,78,4,1,2,6,2
236,0,65,4,1,3,7,2
205,3,69,5,1,4,6,2
302,3,42,6,1,5,9,3
325,1,46,7,1,3,9,3
331,2,48,6,1,5,10,3
129,1,101,3,0,2,4,1
321,3,34,7,1,4,11,3
325,3,37,7,1,5,10,3
204,0,70,5,1,3,7,2
339,1,42,7,1,5,10,3
423,1,19,8,1,5,13,4
123,0,101,2,0,2,3,1
225,1,76,5,1,3,6,2
314,3,32,7,1,4,9,3
106,2,98,2,0,1,4,1
429,3,11,9,1,5,13,4
119,3,93,2,0,1,3,1
206,2,73,5,1,3,6,2
436,2,17,8,1,4,12,4
101,3,90,2,0,2,3,1
230,0,63,5,1,2,6,2
204,1,65,5,1,2,7,2
308,3,46,6,1,5,9,3
240,0,67,5,1,4,6,2
139,2,107,3,0,3,5,1
437,3,1,9,1,5,14,4
246,2,63,4,1,3,7,2
323,2,37,6,1,3,9,3
103,3,108,3,0,1,3,1
137,2,108,2,0,1,3,1
336,3,43,7,1,5,10,3
5,1,129,0,0,1,2,0
221,2,77,5,1,2,6,2
349,3,36,7,1,3,10,3
200,0,60,4,1,3,6,2
329,1,34,7,1,5,10,3
7,0,134,0,0,1,2,0
323,0,37,7,1,3,9,3
126,1,105,2,0,3,5,1
333,0,39,7,1,3,11,3
223,2,60,5,1,3,7,2
326,3,44,7,1,4,11,3
103,2,108,3,0,3,4,1
222,3,79,4,1,3,7,2
325,3,39,7,1,5,10,3
431,3,14,9,1,6,12,4
135,3,105,2,0,3,5,1
338,2,31,7,1,3,9,3
104,1,102,3,0,1,5,1
248,2,63,4,1,3,6,2
440,3,4,8,1,4,14,4
442,0,12,8,1,6,14,4
137,3,103,3,0,2,4,1
123,0,91,3,0,3,3,1
129,3,100,2,0,3,4,1
210,1,77,4,1,3,7,2
29,0,121,0,0,2,2,0
203,2,76,4,1,2,7,2
43,1,124,0,0,0,1,0
133,1,95,2,0,2,3,1
442,2,3,9,1,6,14,4
245,2,76,5,1,2,6,2
0,1,128,0,0,0,2,0
340,1,34,7,1,3,9,3
420,2,18,9,1,6,13,4
245,1,78,5,1,4,7,2
313,1,41,7,1,5,10,3
406,1,3,9,1,6,14,4
247,1,60,4,1,2,6,2
339,3,41,7,1,4,9,3
235,0,65,4,1,4,7,2
442,3,7,9,1,4,13,4
206,0,65,4,1,3,7,2
433,0,1,8,1,4,12,4
248,2,61,5,1,3,7,2
335,0,44,7,1,3,10,3
246,2,77,5,1,4,6,2
422,0,19,8,1,6,13,4
303,0,36,7,1,4,10,3
23,3,123,1,0,0,2,0
16,0,132,1,0,0,0,0
322,1,36,6,1,5,10,3
118,0,95,2,0,2,4,1
339,0,48,7,1,5,9,3
227,2,70,4,1,2,8,2
235,3,67,5,1,3,6,2
146,0,95,3,0,1,4,1
133,3,95,3,0,2,5,1
222,3,62,5,1,3,8,2
319,0,46,7,1,4,9,3
135,1,102,3,0,3,3,1
143,2,99,3,0,3,4,1
101,1,90,2,0,3,5,1
414,0,2,9,1,4,12,4
311,3,44,7,1,3,11,3
228,0,61,4,1,4,8,2
446,2,11,9,1,6,13,4
335,3,35,6,1,3,9,3
427,3,18,8,1,4,12,4
209,3,64,5,1,3,6,2
108,0,95,3,0,2,3,1
339,0,46,6,1,5,11,3
115,3,107,2,0,1,5,1
209,2,65,5,1,2,8,2
235,0,69,5,1,4,8,2
115,1,105,3,0,2,5,1
28,2,133,0,0,2,1,0
204,0,68,5,1,2,8,2
323,0,31,6,1,5,10,3
22,1,125,1,0,2,1,0
133,0,107,2,0,3,5,1
303,0,45,7,1,5,10,3
227,2,66,4,1,2,8,2
404,3,14,9,1,6,14,4
246,2,61,5,1,3,6,2
335,2,33,6,1,4,10,3
108,1,100,2,0,3,3,1
47,0,132,1,0,1,2,0
416,3,9,9,1,4,12,4
445,1,1,8,1,4,12,4
302,3,34,6,1,4,11,3
301,0,43,6,1,5,11,3
16,2,122,1,0,1,1,0
310,0,31,6,1,3,11,3
209,3,73,4,1,4,6,2
226,2,74,4,1,4,8,2
242,2,77,4,1,3,7,2
125,0,107,3,0,1,3,1
328,0,46,6,1,4,9,3
120,1,93,3,0,2,5,1
210,1,77,4,1,4,6,2
103,3,97,3,0,1,4,1
329,0,48,6,1,3,9,3
147,3,100,3,0,3,3,1
137,1,98,2,0,1,4,1
3,1,127,1,0,2,2,0
102,1,106,2,0,1,5,1
140,3,96,2,0,3,3,1
124,2,103,3,0,3,4,1
203,2,68,5,1,4,8,2
16,0,130,0,0,1,1,0
402,0,8,9,1,5,14,4
116,0,108,2,0,1,4,1
346,0,31,7,1,3,10,3
203,2,61,4,1,4,6,2
205,3,63,4,1,3,8,2
128,0,107,3,0,3,4,1
135,1,107,3,0,3,3,1
313,0,34,7,1,3,9,3
248,2,69,4,1,3,7,2
231,1,67,4,1,3,7,2
248,2,70,5,1,2,6,2
246,0,63,4,1,3,7,2
304,1,38,7,1,5,9,3
300,0,36,6,1,3,11,3
221,3,72,4,1,2,8,2
319,1,31,6,1,3,10,3
224,0,76,4,1,2,8,2
323,0,49,6,1,3,11,3
444,2,12,9,1,6,13,4
202,1,78,4,1,3,6,2
321,0,33,7,1,3,10,3
310,1,38,6,1,3,9,3
234,3,67,4,1,4,6,2
311,2,32,7,1,5,9,3
149,1,102,3,0,2,5,1
218,3,78,4,1,2,6,2
8,1,137,0,0,1,2,0
127,1,103,2,0,1,4,1
215,0,63,4,1,4,8,2
216,1,69,4,1,2,8,2
135,2,98,3,0,3,5,1
440,1,11,9,1,4,12,4
231,1,77,5,1,2,7,2
244,3,67,5,1,4,7,2
238,2,67,4,1,4,8,2
10,1,120,0,0,1,0,0
312,3,40,6,1,3,10,3
235,2,78,4,1,4,8,2
208,3,64,5,1,2,8,2
43,0,131,0,0,1,1,0
139,0,90,3,0,1,4,1
405,1,0,8,1,4,12,4
145,3,91,3,0,2,3,1
118,2,104,3,0,2,4,1
123,0,102,3,0,3,3,1
434,2,6,8,1,5,13,4
336,2,46,6,1,3,11,3
445,0,14,8,1,5,13,4
441,2,10,9,1,4,13,4
429,2,6,8,1,4,14,4
211,2,61,5,1,2,7,2
221,2,61,5,1,2,6,2
347,2,35,7,1,4,9,3
217,1,76,5,1,4,7,2
22,0,134,0,0,2,1,0
223,2,66,4,1,4,7,2
311,2,30,7,1,4,9,3
117,0,97,3,0,3,3,1
318,2,35,6,1,4,11,3
315,3,43,7,1,3,11,3
104,3,94,3,0,2,5,1
45,2,138,1,0,2,1,0
138,0,107,3,0,1,5,1
206,2,76,4,1,2,6,2
223,3,78,4,1,3,6,2
230,0,62,5,1,3,6,2
406,0,6,9,1,6,12,4
104,3,109,3,0,1,3,1
328,3,45,6,1,5,9,3
219,1,69,4,1,4,8,2
336,2,42,7,1,4,9,3
249,2,74,4,1,3,6,2
204,3,78,4,1,3,7,2
21,3,123,1,0,2,2,0
138,2,108,2,0,1,5,1
211,2,69,5,1,4,8,2
241,1,61,4,1,2,7,2
15,1,137,0,0,2,2,0
300,3,37,6,1,3,10,3
404,2,12,9,1,5,12,4
206,3,74,5,1,3,7,2
33,3,138,1,0,0,1,0
300,2,43,6,1,3,11,3
140,1,105,2,0,3,3,1
329,1,46,6,1,4,9,3
209,2,78,5,1,2,7,2
44,2,138,0,0,1,0,0
102,1,99,2,0,1,3,1
214,3,68,4,1,4,7,2
308,2,34,7,1,3,11,3
141,0,104,3,0,2,4,1
103,1,92,2,0,3,3,1
2,1,124,0,0,1,2,0
302,2,48,6,1,5,11,3
222,2,64,4,1,4,8,2
404,0,1,9,1,4,12,4
302,2,45,7,1,5,11,3
337,0,41,6,1,3,9,3
127,2,99,3,0,1,4,1
143,3,90,3,0,3,3,1
228,3,66,4,1,4,8,2
32,3,139,0,0,0,1,0
420,3,18,9,1,6,13,4
329,0,45,7,1,4,9,3
11,1,131,0,0,0,2,0
330,0,45,6,1,3,10,3
30,0,138,0,0,0,1,0
145,2,97,2,0,1,3,1
7,0,138,0,0,1,2,0
244,0,70,5,1,4,6,2
336,3,37,6,1,3,9,3
102,3,106,3,0,2,3,1
341,1,35,6,1,4,11,3
108,3,109,2,0,3,3,1
446,1,17,9,1,4,13,4
422,1,15,8,1,6,14,4
340,3,48,7,1,3,11,3
213,0,79,4,1,2,8,2
138,2,93,3,0,2,4,1
117,1,101,3,0,2,3,1
211,1,73,5,1,3,8,2
240,3,67,5,1,2,7,2
313,1,38,6,1,5,10,3
126,3,96,2,0,3,5,1
243,0,67,4,1,3,7,2
332,1,42,6,1,3,10,3
117,2,102,2,0,1,3,1
300,1,38,7,1,4,9,3
231,2,60,5,1,2,6,2
119,2,94,2,0,1,4,1
135,1,103,2,0,2,3,1
128,2,96,2,0,3,5,1
124,0,97,3,0,3,3,1
219,3,68,5,1,4,6,2
429,1,7,9,1,4,12,4
441,0,8,9,1,5,14,4
227,3,73,5,1,3,7,2
423,0,14,8,1,6,14,4
423,1,3,8,1,4,12,4
122,3,96,3,0,1,5,1
443,2,9,8,1,5,13,4
438,3,16,8,1,5,12,4
300,0,30,6,1,3,11,3
248,1,68,4,1,4,8,2
347,1,48,6,1,3,10,3
231,2,67,5,1,3,6,2
404,0,7,9,1,4,13,4
14,2,124,1,0,1,1,0
409,1,6,9,1,6,14,4
32,2,138,0,0,2,0,0
39,0,130,1,0,0,2,0
422,1,11,9,1,5,13,4
437,3,11,8,1,6,13,4
211,0,62,5,1,2,8,2
429,0,0,8,1,6,14,4
410,2,2,9,1,4,13,4
441,1,3,9,1,6,14,4
248,3,63,5,1,2,7,2
419,0,10,9,1,5,12,4
337,2,35,6,1,5,10,3
403,1,15,8,1,5,14,4
141,2,101,3,0,2,4,1
214,0,70,5,1,3,8,2
416,3,9,9,1,6,13,4
219,2,69,4,1,4,6,2
311,2,43,7,1,4,11,3
437,2,19,8,1,6,13,4
306,2,48,7,1,4,9,3
209,1,74,5,1,3,7,2
138,3,104,2,0,2,4,1
136,0,107,2,0,2,5,1
302,2,37,7,1,4,11,3
46,2,129,0,0,0,1,0
128,2,90,2,0,3,5,1
237,0,61,4,1,3,8,2
423,3,7,8,1,6,12,4
16,2,136,0,0,2,0,0
2,2,120,0,0,0,2,0
208,3,79,5,1,4,6,2
125,3,101,2,0,2,3,1
146,3,104,2,0,1,4,1
113,2,95,3,0,3,3,1
249,3,68,4,1,2,8,2
6,2,126,1,0,0,1,0
412,1,6,9,1,5,13,4
122,1,108,2,0,2,4,1
403,2,0,8,1,4,14,4
336,1,33,7,1,3,9,3
328,3,44,6,1,5,10,3
132,0,103,3,0,2,3,1
320,2,45,6,1,4,9,3
347,3,48,7,1,3,10,3
249,2,77,4,1,4,6,2
218,3,60,5,1,3,7,2
104,1,109,2,0,2,5,1
214,3,65,4,1,4,8,2
145,1,108,2,0,2,4,1
439,3,19,9,1,4,13,4
338,3,34,7,1,3,9,3
41,0,122,0,0,2,2,0
203,3,76,5,1,4,6,2
323,1,36,7,1,3,9,3
49,1,133,1,0,2,2,0
344,0,48,6,1,3,11,3
148,2,91,3,0,1,4,1
246,0,69,5,1,2,6,2
339,3,34,7,1,5,9,3
246,3,72,5,1,3,6,2
233,0,67,5,1,3,7,2
319,3,30,6,1,5,9,3
249,1,65,4,1,4,6,2
316,2,49,7,1,3,11,3
312,1,36,6,1,3,9,3
129,3,104,3,0,1,3,1
0,3,135,1,0,1,2,0
307,2,40,6,1,5,9,3
217,1,74,5,1,3,8,2
300,2,46,6,1,4,9,3
119,0,105,2,0,3,5,1
336,0,37,7,1,4,10,3
38,1,121,0,0,0,1,0
436,3,9,9,1,6,14,4
304,3,31,6,1,5,11,3
225,2,74,5,1,2,6,2
341,1,40,7,1,5,10,3
221,2,66,5,1,4,7,2
125,1,106,2,0,2,5,1
205,1,75,4,1,2,6,2
307,3,31,7,1,5,11,3
447,0,18,9,1,6,14,4
338,0,42,6,1,5,11,3
208,1,62,4,1,3,8,2
306,1,32,6,1,3,9,3
125,2,95,3,0,2,3,1
240,3,61,4,1,4,6,2
243,0,66,4,1,2,8,2
417,3,13,9,1,6,12,4
233,2,64,5,1,4,6,2
23,3,131,0,0,1,0,0
0,1,123,1,0,2,1,0
342,0,35,7,1,4,10,3
104,2,90,3,0,2,3,1
432,2,16,8,1,6,12,4
248,2,77,4,1,3,7,2
215,3,74,5,1,4,8,2
332,2,44,6,1,5,9,3
224,1,65,4,1,3,7,2
322,1,42,7,1,3,11,3
305,1,44,6,1,3,11,3
329,3,36,6,1,4,9,3
402,2,0,8,1,4,14,4
318,0,33,6,1,5,11,3
329,3,39,6,1,3,11,3
439,0,11,9,1,6,12,4
