daily_tiktok_screen_time,average_scrolls_per_session,tiktok_usage_time_of_day,max_consecutive_watch_time,video_likes_per_day,number_of_followed_accounts,frequency_of_comments_posted,videos_saved_per_week,self_control_score,boredom_level,workload_per_day,productivity_hours_lost
31,62,0,17,24,461,10,3,10,3,5,1
214,54,1,41,19,168,3,21,8,4,3,8
56,63,2,35,5,192,19,0,6,9,8,8
34,78,2,57,47,222,10,29,5,4,4,16
159,26,3,88,3,961,14,26,6,2,4,11
111,32,1,35,13,483,8,20,8,9,7,6
189,92,0,80,42,196,2,7,3,6,2,19
128,74,2,37,24,883,6,14,2,7,7,10
157,26,3,20,26,863,8,4,7,9,3,10
217,94,1,71,49,389,14,28,6,10,3,25
29,10,3,118,47,820,5,27,4,3,4,16
114,29,2,72,12,596,1,18,6,2,7,5
115,45,2,10,36,783,15,21,1,5,8,10
182,74,3,78,34,747,2,10,5,9,4,18
46,93,0,48,2,560,7,0,4,7,6,7
152,79,3,25,47,361,9,21,8,1,5,10
146,19,1,11,18,599,11,23,7,2,3,5
110,54,2,7,44,835,12,15,8,3,5,8
181,14,1,58,42,318,1,2,4,7,2,14
152,72,2,50,40,535,5,9,8,4,5,10
53,61,3,43,12,194,7,3,4,9,6,10
129,28,3,50,11,219,2,4,10,5,6,2
127,56,3,106,23,579,12,1,9,7,6,14
248,69,1,94,40,764,19,11,10,4,4,18
162,91,0,23,43,751,17,19,10,2,3,11
211,74,3,58,23,215,11,0,3,4,6,13
258,23,2,75,38,129,9,22,7,9,8,14
59,97,3,8,2,708,19,23,8,4,7,8
262,20,0,41,39,259,10,26,5,6,5,12
148,43,2,26,22,759,13,27,9,10,8,9
288,23,1,41,40,521,7,28,2,3,7,11
97,89,3,37,30,740,19,0,1,10,4,19
152,33,3,77,1,541,13,21,1,10,3,19
72,96,1,100,28,290,5,25,10,1,2,15
157,32,2,29,28,983,3,19,3,9,9,10
257,28,0,46,32,851,16,8,10,7,6,11
19,81,2,89,42,414,1,20,2,5,3,18
121,10,0,82,10,415,8,8,1,2,4,10
251,86,0,71,17,248,14,10,1,6,3,19
58,85,3,88,31,643,16,29,7,9,8,19
58,86,1,71,29,452,14,16,4,4,6,14
42,49,2,64,32,669,6,25,6,7,6,12
96,33,3,50,7,557,9,27,1,2,2,11
288,75,3,108,8,94,14,28,6,5,6,20
190,72,3,58,7,97,12,7,2,2,2,15
287,70,2,58,26,313,0,24,4,8,8,14
230,11,1,77,6,576,19,16,2,3,7,12
139,52,2,52,34,314,8,21,2,3,6,12
14,82,2,8,3,945,8,16,7,5,8,1
268,97,2,54,18,481,0,26,3,7,2,19
214,33,1,44,16,608,14,23,5,7,6,12
214,11,3,36,18,157,11,9,6,6,7,8
277,14,1,31,6,125,11,19,9,6,8,5
79,22,0,39,34,815,18,5,3,9,3,13
49,30,0,34,37,254,1,17,4,8,7,6
143,86,2,35,9,205,12,22,10,5,2,10
72,55,3,11,29,856,16,8,1,3,5,11
100,63,1,100,15,375,17,27,3,1,9,11
206,71,0,106,26,147,13,22,3,10,5,23
258,68,3,38,27,533,11,7,1,3,3,16
10,88,3,99,0,323,13,0,10,8,6,11
183,86,3,24,18,428,9,22,3,3,7,9
147,67,0,49,42,745,0,16,3,6,5,13
122,62,1,15,30,370,13,10,4,7,3,13
244,53,2,77,4,692,5,22,3,4,2,17
23,12,0,16,8,498,10,3,8,10,3,4
55,75,2,12,19,545,8,15,10,9,3,7
49,81,0,71,36,282,12,6,10,7,8,9
123,80,0,72,36,173,5,15,5,7,7,13
156,90,1,93,25,614,4,27,9,5,2,16
251,55,1,92,22,885,17,1,10,2,2,13
26,41,0,113,5,396,1,7,2,1,5,9
219,14,3,12,2,599,10,15,10,3,9,0
241,20,2,43,28,769,8,5,2,4,7,9
202,42,1,18,22,424,11,28,7,1,3,9
79,21,1,62,41,173,17,23,4,3,9,10
154,29,0,53,11,195,9,17,10,8,7,4
82,93,0,114,31,908,15,27,6,2,4,18
134,84,1,21,12,803,5,1,7,2,2,6
276,70,3,35,14,606,3,8,8,9,8,8
155,63,3,63,7,618,15,19,8,6,3,13
247,13,2,101,19,798,8,23,6,3,6,12
238,40,1,104,4,69,10,19,3,6,9,13
144,17,0,61,33,392,6,24,3,1,5,11
181,30,2,75,5,321,5,19,2,7,8,11
20,65,0,46,31,688,3,7,1,1,7,5
134,10,3,29,18,985,17,21,1,1,6,11
275,43,0,7,1,708,10,19,8,5,2,7
137,92,3,10,47,173,6,20,2,6,8,12
85,52,2,21,49,167,13,0,10,6,4,8
119,90,2,74,43,795,0,19,3,6,8,15
233,74,0,72,28,50,3,15,9,8,4,14
17,87,1,105,10,537,7,2,2,10,7,13
185,98,2,29,36,641,3,16,6,3,3,11
30,12,0,84,34,872,12,24,8,7,5,12
217,17,1,25,34,390,1,14,2,10,2,13
106,65,1,21,26,516,1,9,5,7,8,6
252,99,0,91,22,990,12,24,1,3,5,21
112,28,2,11,31,717,18,2,6,8,8,6
271,71,3,116,22,670,14,10,3,3,2,24
68,65,0,88,29,651,15,10,6,7,4,16
32,73,2,111,20,977,19,0,7,5,2,16
109,40,0,32,47,736,11,20,9,5,7,8
127,14,1,31,19,942,2,7,4,1,3,4
236,42,3,31,8,335,13,24,2,10,9,13
194,28,1,71,40,451,1,0,4,6,9,9
166,72,3,19,35,664,6,9,6,3,3,10
222,74,3,26,42,841,13,7,2,10,3,19
70,25,2,33,42,823,19,18,10,6,8,7
262,71,0,69,34,831,6,10,3,9,9,15
70,43,1,80,8,85,12,3,5,5,4,9
225,90,0,18,49,701,19,25,10,6,7,12
39,46,0,7,13,66,1,8,10,1,5,0
264,82,3,24,0,740,3,11,2,5,6,10
292,77,3,27,25,373,3,24,10,5,8,10
39,31,2,87,25,773,11,0,5,9,8,11
192,89,3,91,17,848,17,23,4,8,4,23
160,59,0,113,24,717,12,10,3,2,5,14
251,32,2,21,24,467,13,4,1,6,4,12
229,91,0,24,44,737,6,17,2,10,2,18
72,63,2,79,30,74,1,12,3,8,8,11
215,58,0,79,17,62,8,2,4,2,6,11
200,14,2,58,21,441,3,26,6,3,9,6
106,93,3,88,43,252,8,0,2,6,9,17
124,63,1,13,4,724,9,24,6,4,3,9
40,34,2,102,41,715,18,5,3,6,8,16
215,71,0,22,10,484,16,9,6,9,7,9
162,64,3,77,48,962,0,23,1,4,9,16
162,20,2,85,11,700,18,11,2,6,8,12
183,62,0,36,16,573,3,10,8,9,3,9
295,87,0,34,45,596,18,15,5,4,6,17
288,74,0,67,49,753,5,18,5,1,4,15
136,37,3,57,15,222,9,21,1,7,3,16
152,26,3,10,26,385,13,17,1,2,6,10
30,59,3,46,26,860,5,11,6,2,5,8
295,41,2,72,27,611,8,27,9,5,5,14
264,25,0,77,17,864,16,1,6,2,3,11
20,90,2,47,35,143,10,1,9,1,9,5
123,23,1,102,43,893,6,24,2,2,8,12
227,48,0,5,18,493,10,26,7,3,3,8
146,82,2,18,43,474,16,18,7,6,8,12
78,91,0,76,25,233,14,10,8,1,8,7
56,57,0,103,2,245,10,23,8,1,9,4
248,30,2,71,23,921,18,15,5,1,8,11
171,55,2,17,31,939,18,8,1,10,2,16
42,88,0,69,41,675,10,6,6,5,3,12
74,38,2,12,35,212,6,12,1,6,5,9
188,99,0,118,41,520,18,9,6,3,8,16
213,68,0,45,22,609,12,21,10,1,2,12
54,34,1,46,30,997,9,21,4,2,7,5
42,96,1,45,22,227,1,29,6,6,2,13
115,37,0,50,22,998,9,1,1,10,9,10
60,49,2,14,36,195,17,12,2,6,3,12
142,13,3,102,26,768,4,24,5,1,4,13
142,60,2,108,18,540,18,25,9,6,7,15
65,81,1,89,0,754,18,8,3,7,5,15
98,65,2,6,31,998,19,28,1,10,9,13
160,38,2,89,36,849,18,15,5,4,2,19
30,88,0,109,40,824,5,18,2,7,4,20
246,79,1,74,8,120,0,9,10,5,3,10
108,12,3,16,47,874,5,3,6,1,3,6
115,97,3,35,25,726,12,26,10,1,5,8
226,58,0,91,19,68,0,5,4,9,8,13
267,88,2,119,46,565,3,3,6,2,7,16
117,15,0,51,48,329,6,25,4,2,2,12
152,55,2,52,27,995,9,17,9,2,9,7
240,19,3,6,27,301,7,7,8,7,5,6
184,41,1,20,15,845,7,8,4,4,5,5
213,71,0,95,44,213,16,24,8,9,7,18
143,39,1,28,36,554,13,8,7,2,7,6
207,37,1,87,5,641,17,7,8,1,7,8
185,84,3,11,0,206,13,12,6,9,9,8
195,74,2,45,36,906,17,3,4,1,4,15
110,56,0,28,31,726,1,23,7,1,2,7
227,88,2,73,18,307,8,27,10,1,8,10
140,92,3,91,49,111,9,21,1,8,4,25
183,66,1,79,10,316,9,29,5,6,5,14
155,59,2,113,5,571,4,7,9,7,6,10
193,99,0,38,18,539,0,1,8,10,8,8
154,27,1,14,23,198,0,13,3,7,8,5
297,58,2,20,0,638,0,15,2,9,2,13
85,96,0,24,11,962,6,15,5,9,8,8
222,22,3,96,11,650,19,12,7,4,3,14
163,29,2,111,15,457,1,3,5,7,7,10
176,92,2,51,24,543,11,14,2,5,6,14
125,63,0,35,33,505,3,15,10,4,7,4
109,98,2,51,40,835,17,10,6,4,5,16
43,42,0,27,3,814,5,23,8,2,7,0
28,38,0,61,22,490,11,24,1,3,8,10
95,94,0,20,0,73,1,7,9,9,8,2
240,71,1,67,15,482,9,9,5,7,7,13
91,54,0,28,25,518,8,17,1,5,2,14
266,10,2,27,4,52,6,9,9,10,9,3
177,87,1,24,1,783,0,29,7,3,3,7
161,52,0,54,42,934,2,10,7,10,7,12
241,72,3,15,38,97,16,4,8,6,9,9
61,49,2,82,44,224,8,21,5,5,3,17
11,34,1,90,35,220,17,23,4,8,2,18
198,88,0,117,14,827,10,10,3,2,8,14
203,54,3,27,9,53,12,23,9,6,2,11
297,16,1,115,9,978,9,3,2,3,2,20
268,81,1,19,33,277,15,26,10,3,7,9
64,47,3,83,25,213,10,21,7,9,2,16
292,22,1,40,26,249,14,18,4,8,2,16
213,19,1,25,7,312,10,19,2,7,8,7
17,75,3,41,44,768,5,19,10,7,2,11
285,27,1,88,39,100,3,16,1,4,7,16
189,72,2,97,21,648,0,17,1,9,6,18
282,87,1,108,2,816,1,27,4,2,4,17
118,46,1,54,34,90,9,3,10,4,4,8
298,48,0,62,32,373,5,28,5,2,5,14
212,27,2,77,14,459,13,11,5,2,9,8
107,28,0,22,37,582,17,17,4,10,6,12
88,60,3,92,30,676,9,29,3,1,9,12
97,86,3,15,46,693,16,5,5,3,5,9
177,45,0,61,4,540,9,1,8,2,2,6
195,13,0,71,49,584,17,2,6,9,9,13
92,85,2,64,45,790,0,14,1,6,2,19
32,48,2,45,46,263,10,5,3,2,7,8
112,58,3,114,4,765,16,4,7,4,5,13
16,92,2,110,49,667,10,11,8,8,5,18
118,33,0,107,7,729,5,4,10,1,7,4
268,90,1,85,11,525,8,21,5,10,6,18
121,98,1,20,18,822,9,29,9,6,9,7
295,39,0,17,39,961,13,15,8,6,7,10
261,10,2,116,36,979,1,29,6,6,6,17
107,75,2,101,13,106,4,17,5,5,3,16
22,22,2,98,34,806,3,19,7,4,2,11
176,93,1,65,49,621,1,21,1,2,3,19
86,20,3,65,27,632,13,8,8,9,3,12
290,51,0,51,42,521,16,0,6,3,2,14
178,48,2,27,44,842,6,7,9,9,5,9
235,96,3,85,25,89,1,14,4,7,3,18
49,87,0,44,28,718,15,19,2,4,3,14
12,51,0,36,3,784,17,16,1,10,6,12
260,87,1,18,39,89,2,10,6,4,7,10
107,35,2,58,26,806,5,27,9,4,3,10
166,55,3,20,5,489,6,7,9,8,7,6
13,90,1,111,10,938,5,16,7,1,9,8
290,51,0,77,8,707,13,17,3,5,2,19
261,63,2,21,22,878,10,9,1,3,4,14
264,31,1,48,47,189,8,11,9,6,5,12
107,63,2,23,28,500,1,3,4,9,3,9
158,96,2,14,7,310,0,9,5,6,3,8
117,40,0,81,20,594,6,26,5,9,9,12
132,96,3,23,35,598,3,6,8,10,2,13
268,14,0,7,22,178,18,15,7,4,5,6
88,16,2,22,19,461,1,23,4,5,5,5
220,86,3,67,47,769,9,24,2,3,3,21
186,83,0,114,48,516,6,22,10,4,8,15
77,74,0,53,20,300,16,7,10,9,8,7
296,39,1,101,43,894,1,14,6,1,9,11
269,96,0,85,7,196,17,4,6,9,7,13
134,62,2,41,23,780,19,27,5,3,7,11
217,89,3,86,46,419,1,9,7,4,3,16
175,79,3,13,0,854,8,1,7,2,4,4
271,92,0,32,5,985,2,21,1,4,7,11
226,69,0,94,36,907,14,5,2,1,6,17
120,97,3,49,11,559,2,11,9,10,6,10
82,25,2,118,30,504,0,27,1,7,4,18
174,13,3,106,45,396,18,23,2,4,7,18
107,63,2,44,14,775,12,14,4,7,8,11
49,20,2,93,32,360,7,1,1,4,6,12
257,81,1,84,46,671,6,9,8,3,7,13
177,82,1,7,16,917,16,2,6,6,8,6
135,11,3,68,46,728,11,20,7,6,3,15
59,18,3,23,11,775,11,18,1,4,9,5
276,78,3,72,2,443,10,22,7,3,7,12
215,25,2,83,3,52,9,12,4,6,6,11
261,42,2,117,25,289,11,28,9,7,5,18
17,99,3,106,6,393,18,15,4,9,2,21
293,57,3,52,47,848,6,4,5,3,4,15
221,34,3,89,25,991,8,7,7,10,2,19
69,40,3,51,15,67,11,10,5,3,9,3
265,81,1,6,8,737,11,26,3,9,8,12
275,12,3,93,25,931,13,11,2,2,7,16
72,42,0,9,44,933,15,14,10,7,6,6
198,95,0,15,11,606,19,8,8,3,5,7
163,22,0,108,25,363,6,25,1,8,3,18
160,43,1,79,18,301,15,9,5,3,9,7
156,71,0,44,22,890,14,9,5,5,7,9
155,52,2,86,42,399,3,16,3,5,7,16
187,82,1,25,7,55,0,16,4,5,6,6
156,31,3,60,3,480,8,28,7,6,3,11
240,12,3,106,13,923,16,8,10,8,9,10
241,27,2,107,9,422,15,26,5,9,9,17
280,50,3,74,0,728,3,16,4,2,3,14
25,56,2,93,9,829,6,19,2,2,3,13
156,74,0,60,33,446,17,7,1,6,7,15
296,94,1,82,23,748,13,11,5,5,4,20
185,69,2,66,21,115,15,23,4,2,4,17
17,24,2,23,34,871,5,16,7,6,2,7
59,75,3,53,25,277,5,1,1,2,9,8
198,85,0,114,16,471,14,27,3,6,9,16
97,80,1,13,33,636,1,9,4,2,8,3
22,84,1,70,11,159,10,27,5,6,3,13
211,75,1,100,16,223,14,27,1,10,6,23
156,68,2,111,2,209,14,0,8,10,6,13
167,88,0,114,7,387,7,5,9,7,9,11
70,52,0,10,27,249,4,24,2,10,7,8
44,42,0,34,33,959,17,8,8,7,4,10
290,92,3,10,16,413,8,2,5,10,7,11
115,91,2,24,45,631,15,6,6,1,9,7
119,47,0,110,37,424,19,5,1,10,5,21
273,10,1,91,31,515,1,20,10,9,4,12
288,86,2,38,11,808,8,18,10,10,8,10
233,14,2,48,23,428,15,10,4,1,3,10
182,64,2,88,24,535,18,10,7,10,5,20
138,74,3,28,28,66,16,14,8,8,7,11
255,80,3,96,49,368,12,28,8,9,7,21
18,49,1,79,31,496,18,14,9,1,8,7
165,62,1,37,5,461,12,7,3,8,6,10
106,98,1,100,29,469,5,27,10,4,4,14
145,20,0,106,6,776,19,16,7,2,9,6
219,96,2,114,13,168,0,12,1,10,4,22
283,85,1,77,18,711,18,6,8,6,2,17
121,75,1,44,19,163,6,3,9,10,3,10
213,57,1,82,25,282,3,16,9,9,2,15
86,91,0,53,27,273,0,9,5,10,3,13
84,36,1,10,19,602,11,11,2,10,3,12
89,71,2,32,30,370,2,4,5,7,2,10
53,46,0,95,47,364,19,24,8,8,3,18
87,56,2,7,33,453,5,9,7,10,7,6
190,29,2,46,36,141,8,12,1,1,8,10
223,66,3,21,16,927,10,24,9,2,9,5
283,99,2,21,2,698,13,18,8,6,7,10
198,15,3,106,25,378,1,11,2,6,9,14
290,25,0,111,13,145,1,0,2,1,2,14
44,84,0,110,2,899,7,29,3,5,2,18
80,79,2,19,18,794,4,29,10,8,6,6
221,48,0,114,22,883,10,5,1,5,3,19
292,73,3,5,6,730,1,18,7,5,9,5
230,44,3,102,36,545,1,20,4,10,9,16
147,55,2,82,29,951,9,15,9,7,6,11
84,37,0,113,10,902,4,23,3,4,2,15
170,81,1,14,40,969,6,8,3,4,8,9
244,34,0,104,34,451,19,29,5,4,6,19
255,12,3,78,34,990,2,11,10,10,5,12
214,51,1,65,42,120,9,0,3,4,3,16
196,60,0,63,29,625,19,29,7,1,5,12
147,82,1,73,16,686,13,21,9,6,4,14
15,21,2,108,13,879,15,20,6,1,8,9
222,51,1,108,47,121,12,22,7,2,2,20
104,62,1,52,12,806,19,3,10,9,8,8
58,90,3,105,24,805,14,26,6,9,7,18
264,41,0,115,4,845,12,28,9,4,3,16
297,22,2,45,3,843,4,10,10,3,3,6
294,62,1,76,36,304,10,8,7,3,8,13
239,63,3,23,36,374,4,23,1,8,3,17
282,72,1,91,23,342,9,13,4,6,2,19
107,82,1,71,39,367,12,29,3,10,5,19
58,44,2,104,2,946,0,24,4,10,8,12
153,29,3,101,7,174,11,27,5,4,7,12
144,36,1,7,47,652,9,23,7,6,8,6
237,89,1,13,49,282,5,21,5,9,5,15
278,10,1,45,35,631,4,14,3,1,3,9
221,65,1,84,7,748,9,10,9,5,2,11
206,76,0,64,6,414,14,15,9,10,7,12
133,94,2,57,14,348,10,14,10,5,5,10
244,17,1,50,33,633,11,12,6,2,8,7
87,19,1,12,16,200,0,7,7,3,4,0
280,37,2,99,26,956,19,25,9,3,6,14
283,29,1,9,3,64,19,20,2,8,3,11
145,23,3,30,8,412,8,15,4,8,4,8
163,50,3,14,16,405,14,9,9,7,2,9
84,25,2,55,46,861,1,1,9,10,4,9
31,31,3,31,5,67,19,11,10,9,8,4
265,26,1,64,25,713,0,1,9,8,8,6
78,74,1,110,22,959,11,2,6,3,2,16
138,85,3,15,47,258,14,7,2,10,2,19
44,86,2,108,40,735,10,5,5,7,6,17
193,72,0,14,32,125,2,17,9,5,9,3
232,70,0,31,10,502,4,23,3,2,4,8
135,96,2,90,35,357,14,1,10,9,5,18
140,10,3,47,38,276,3,5,7,4,6,8
208,71,0,26,30,101,12,5,3,7,9,9
138,54,0,43,7,776,2,23,6,7,8,7
67,55,2,10,31,971,11,8,4,7,4,11
238,44,3,38,29,207,11,21,4,3,8,10
231,53,2,112,27,437,17,5,3,4,5,19
233,85,0,102,10,477,15,22,5,5,7,18
94,12,1,48,43,543,13,6,5,5,4,10
249,76,2,106,19,696,16,12,8,10,6,19
269,38,1,105,30,829,6,1,3,6,2,19
26,45,1,60,18,972,18,6,6,3,9,5
86,11,2,55,49,63,1,16,3,3,6,9
20,67,2,114,30,864,5,28,5,6,7,14
150,70,1,97,26,731,14,29,4,10,4,21
161,40,1,83,20,963,15,14,6,6,3,14
109,52,1,118,37,680,7,10,6,5,8,12
299,83,1,5,43,757,12,9,7,7,5,13
145,44,3,31,48,556,0,12,5,9,9,10
256,63,2,43,48,850,4,19,7,9,8,14
219,72,3,119,19,362,14,23,7,1,2,19
55,88,3,9,42,662,3,29,7,3,3,10
223,22,0,39,28,607,15,19,3,7,8,11
208,31,3,45,0,798,10,21,8,8,2,13
136,19,2,31,16,770,2,14,6,10,5,6
22,52,0,105,14,363,10,3,2,9,5,16
245,92,3,56,37,903,9,22,6,7,6,18
267,19,2,28,35,490,3,12,3,5,9,7
38,81,2,110,32,471,15,24,2,2,7,17
11,66,2,21,1,582,13,4,4,3,9,3
205,46,3,114,21,316,13,16,8,3,6,14
183,40,0,95,26,694,3,28,8,10,3,15
109,37,1,94,49,898,18,9,6,4,2,18
68,97,2,50,6,285,13,12,8,8,8,7
246,78,3,13,35,948,7,11,10,9,5,11
212,96,0,20,46,740,16,4,2,8,7,16
164,33,0,98,9,398,15,21,10,4,6,11
75,47,1,61,47,832,15,21,6,4,5,13
231,83,3,17,7,678,16,18,5,1,6,8
287,30,3,66,0,907,5,18,1,6,2,15
161,19,2,53,6,723,13,15,3,1,2,9
212,67,0,35,40,841,3,6,10,8,3,10
228,52,0,72,42,204,18,1,3,1,6,14
152,30,0,115,44,629,8,6,10,2,2,12
154,29,2,51,47,891,3,17,8,7,6,9
210,54,1,50,25,342,0,19,4,6,2,14
96,14,0,95,16,379,6,1,1,10,2,17
13,76,2,65,21,446,9,11,1,2,2,14
24,32,0,43,15,509,7,19,9,1,2,1
180,31,3,70,14,697,4,24,6,1,5,9
271,94,1,74,12,711,7,16,5,3,3,17
39,80,1,20,20,479,15,15,8,10,9,5
95,28,2,93,20,681,15,27,8,3,9,8
234,47,0,37,28,563,18,1,7,6,2,13
65,16,2,112,10,382,5,26,3,10,4,18
206,39,0,102,12,129,19,9,7,9,7,15
254,68,0,17,11,275,6,7,5,4,5,7
76,44,3,98,18,942,18,22,1,5,6,17
134,81,0,75,26,159,9,6,10,3,6,7
19,54,0,103,48,716,3,4,5,2,4,13
10,58,3,32,6,484,1,0,1,1,7,1
284,34,2,85,49,907,17,20,5,6,5,21
246,21,2,107,40,465,2,25,10,2,5,12
104,59,2,117,46,305,13,13,10,10,9,15
192,44,0,28,44,320,19,6,2,7,9,11
186,88,2,68,43,378,6,1,4,7,4,17
192,42,1,67,5,520,12,11,5,1,7,6
223,73,2,10,4,248,18,12,10,4,5,7
192,59,1,33,5,292,12,2,8,10,7,7
216,67,0,7,5,439,2,18,1,5,8,5
78,77,0,15,16,654,11,17,4,3,3,8
180,93,3,52,16,707,18,25,8,4,8,12
91,70,2,47,8,593,11,10,3,2,5,9
193,20,0,39,46,247,4,18,10,1,4,6
119,46,2,91,9,524,19,12,4,7,6,15
226,29,1,86,42,925,8,7,1,10,8,17
125,53,2,19,8,899,16,3,4,2,6,5
118,20,1,71,26,246,14,29,2,10,6,18
288,48,2,14,22,503,11,3,2,6,6,10
50,35,0,100,33,838,16,26,6,9,9,13
96,45,2,102,30,145,7,13,1,3,3,18
102,30,0,52,16,589,8,5,1,9,6,10
234,17,0,119,30,802,5,19,10,1,4,12
264,80,3,68,8,651,3,6,3,8,4,15
283,20,3,94,3,198,13,22,2,1,9,13
233,39,2,13,25,395,4,4,9,3,8,1
208,31,2,10,3,952,8,10,3,2,3,6
145,34,3,102,22,518,6,21,1,2,5,15
123,40,1,87,45,903,0,2,10,10,4,12
282,20,0,34,23,696,18,0,1,7,9,10
295,58,0,23,4,811,7,28,10,5,7,5
75,30,3,20,31,856,13,4,6,3,2,7
197,64,0,20,9,210,13,5,3,2,5,5
183,16,2,59,35,447,1,8,2,3,7,9
287,83,0,79,45,225,15,17,6,2,3,18
41,87,0,58,11,489,17,14,8,7,5,10
250,75,3,113,17,428,17,7,7,5,2,21
145,70,3,88,49,659,15,24,7,1,6,17
72,54,3,22,9,371,19,9,1,2,7,7
38,15,0,38,20,99,10,25,8,5,3,6
218,74,3,12,14,305,3,27,1,8,7,13
49,46,0,64,40,193,17,0,2,1,7,9
182,11,0,75,16,409,19,17,4,3,9,9
11,94,2,13,14,85,4,24,3,8,4,11
265,39,0,70,7,50,7,21,3,1,2,12
249,40,2,84,22,91,10,15,5,2,6,13
250,26,0,16,33,622,16,19,8,1,8,4
40,35,2,75,32,851,2,29,8,6,9,7
77,62,1,66,37,458,9,5,1,5,5,13
243,48,3,55,7,738,10,18,6,2,3,11
19,62,2,78,18,620,2,19,9,3,5,7
60,54,1,83,4,186,16,17,9,9,5,10
207,10,0,70,5,680,15,29,5,7,7,11
181,72,3,6,32,673,5,8,2,2,9,9
35,50,2,101,4,226,3,18,6,8,9,9
212,97,1,29,21,768,1,29,10,4,3,10
130,94,1,36,10,519,3,13,10,1,2,4
245,80,3,115,12,479,9,17,4,7,9,17
117,25,0,54,33,723,2,7,1,8,3,11
100,76,3,94,0,980,15,13,5,3,9,10
39,72,0,65,4,716,5,26,8,3,2,8
208,67,3,86,16,120,5,5,3,7,7,14
238,40,1,85,25,117,9,13,3,2,2,16
152,70,2,88,43,177,8,0,7,6,3,14
89,29,1,105,36,180,9,22,8,1,6,10
132,34,2,19,35,345,5,10,6,7,7,7
244,12,2,69,25,526,12,25,10,6,6,11
93,31,0,103,18,414,2,24,7,9,2,13
122,11,0,89,17,62,15,16,5,4,5,10
113,55,1,96,22,348,9,16,6,6,9,11
157,62,2,57,38,872,7,14,8,3,6,9
206,28,2,92,34,196,0,8,5,7,2,15
212,83,3,45,19,699,4,0,2,8,5,15
139,13,1,70,49,320,7,25,5,10,2,19
167,37,1,103,35,670,12,10,2,6,6,15
145,12,1,32,21,618,5,10,3,1,7,1
145,74,3,81,0,939,14,8,10,9,6,11
154,88,1,12,47,96,14,27,2,3,4,14
240,22,1,73,11,673,3,0,10,4,2,6
108,11,0,99,29,265,7,25,7,10,2,15
39,38,3,109,17,83,2,9,8,9,4,12
206,42,2,29,35,383,10,18,8,8,8,9
73,59,1,91,2,55,2,29,8,8,4,12
45,99,2,9,44,218,1,15,5,6,7,8
88,38,3,99,23,593,19,15,4,3,2,18
186,72,2,18,29,579,18,28,9,7,8,10
90,17,2,28,15,305,6,25,3,3,6,6
214,91,0,60,4,492,18,24,2,4,4,16
33,30,3,10,49,776,10,17,5,1,7,5
116,86,3,51,2,709,8,13,5,10,7,12
249,48,1,43,33,337,9,5,2,10,7,14
141,74,1,29,0,833,4,22,2,5,8,8
248,89,3,54,8,293,3,0,6,2,6,8
119,75,3,74,28,644,8,20,7,3,8,11
86,95,2,56,39,577,2,18,7,1,8,8
146,94,0,100,40,312,11,10,1,10,9,21
291,51,1,17,2,126,11,13,5,6,6,7
243,78,0,77,41,550,4,29,10,5,7,16
174,10,1,48,17,313,11,21,1,9,2,17
116,40,1,102,9,448,19,17,4,6,3,16
276,11,3,15,46,85,4,21,7,2,2,10
132,78,2,67,19,464,4,8,2,9,8,11
92,21,3,30,19,144,13,12,7,1,6,5
288,12,1,31,35,642,3,16,9,2,6,5
184,64,2,5,43,987,4,12,3,5,4,12
48,49,2,47,14,72,15,10,1,6,2,14
119,37,0,101,11,781,16,20,8,8,9,12
86,30,0,43,33,470,12,27,4,8,4,12
168,70,3,90,17,183,8,5,7,8,9,10
177,36,2,66,13,763,15,4,8,9,9,7
69,26,2,18,40,686,2,18,2,10,2,13
244,38,2,62,42,627,8,28,9,4,5,12
46,57,3,75,2,168,6,18,5,5,9,7
260,77,3,28,29,295,12,22,7,5,2,17
70,12,2,87,11,781,17,5,10,1,2,8
155,96,3,41,6,738,18,8,3,3,2,12
296,11,1,66,26,990,8,6,2,1,2,11
88,91,2,93,11,912,15,6,1,9,4,20
174,22,2,12,3,868,19,20,10,1,7,0
77,23,0,36,25,333,14,21,9,7,4,9
219,99,3,63,9,229,3,19,7,10,7,15
96,22,3,89,17,130,14,15,4,4,9,11
71,95,0,106,38,404,9,1,7,10,8,16
88,27,0,22,4,954,2,28,6,2,7,0
245,58,1,28,4,716,4,29,5,2,2,9
272,11,2,26,17,286,0,16,1,5,5,9
168,14,2,96,7,255,0,16,1,7,9,9
264,37,3,6,3,448,0,15,9,1,2,2
49,54,1,84,48,106,8,23,3,2,8,13
87,72,1,94,10,984,10,22,10,10,5,13
187,98,3,91,18,577,2,24,7,1,9,12
89,54,1,112,39,70,5,22,4,10,6,19
202,33,1,42,46,983,13,2,5,9,3,13
34,30,2,56,33,293,14,13,9,5,9,5
145,88,2,94,46,789,15,17,3,6,3,21
169,85,2,65,6,359,1,7,1,1,5,11
273,41,2,38,30,819,6,6,6,6,7,9
150,28,0,18,4,602,12,8,6,4,3,5
204,21,0,112,23,140,10,20,2,2,7,14
203,92,2,54,38,576,17,14,3,4,9,16
13,39,0,38,19,699,12,6,9,9,8,3
288,43,0,119,47,979,9,14,4,7,3,23
299,28,3,36,9,390,13,23,3,4,5,12
103,18,3,87,3,258,7,18,4,6,2,14
195,87,2,90,3,117,15,13,10,8,4,15
